name,min_AIC,MSE
"Tallahassee, FL3br",249.2102184,39824.57668
"Tallahassee, FL4br",257.7085899,54584.69181
"Tampa-St. Petersburg-Clearwater, FL_Overall",181.6844154,42795.15411
"Tampa-St. Petersburg-Clearwater, FL_Studio",180.6665359,23438.80631
"Tampa-St. Petersburg-Clearwater, FL1br",181.6727026,25196.7303
"Tampa-St. Petersburg-Clearwater, FL2br",181.6844154,42795.15411
"Tampa-St. Petersburg-Clearwater, FL3br",200.0973087,55158.2693
"Tampa-St. Petersburg-Clearwater, FL4br",8,7.31E+124
"Toledo, OH_Overall",194.397262,13882.43479
"Toledo, OH_Studio",176.8767273,6952.361249
"Toledo, OH1br",180.3884607,7996.99789
"Toledo, OH2br",187.5760508,13513.59617
"Toledo, OH3br",207.8473136,22056.66257
"Toledo, OH4br",206.270433,26419.28137
"Trenton-Princeton, NJ_Overall",229.2985223,56877.56699
"Trenton-Princeton, NJ_Studio",204.9416172,23160.35656
"Trenton-Princeton, NJ1br",216.9216735,35940.77644
"Trenton-Princeton, NJ2br",235.8662569,69419.32638
"Trenton-Princeton, NJ3br",239.4831428,78572.65538
"Trenton-Princeton, NJ4br",248.4185453,110124.7783
"Tucson, AZ_Overall",170.2423251,21852.08041
"Tucson, AZ_Studio",150.0275223,9829.117817
"Tucson, AZ1br",158.1681095,12590.84155
"Tucson, AZ2br",168.0546618,22867.89773
"Tucson, AZ3br",188.5524965,39790.02713
"Tucson, AZ4br",197.0531582,52459.34746
"Tulsa, OK_Overall",174.7368636,19600.08435
"Tulsa, OK_Studio",158.1282504,9545.425214
"Tulsa, OK1br",165.7316528,11555.99632
"Tulsa, OK2br",178.9780809,19523.80368
"Tulsa, OK3br",191.2791162,27465.24377
"Tulsa, OK4br",197.3915343,41551.36228
"Tyler, TX_Overall",233.6996928,21741.77604
"Tyler, TX_Studio",225.9615782,16297.61721
"Tyler, TX1br",221.8062951,14671.81378
"Tyler, TX2br",233.9849771,22403.42314
"Tyler, TX3br",241.925171,30352.67761
"Tyler, TX4br",255.8378404,48255.93115
"Urban Honolulu, HI_Overall",263.2405071,94819.78382
"Urban Honolulu, HI_Studio",238.2587001,40017.05217
"Urban Honolulu, HI1br",245.0413779,51181.17588
"Urban Honolulu, HI2br",250.9704282,90814.3485
"Urban Honolulu, HI3br",285.1937782,208254.5717
"Urban Honolulu, HI4br",291.8102476,261298.1974
"Vallejo, CA_Overall",246.7207191,73750.19549
"Vallejo, CA_Studio",222.7551723,30527.22573
"Vallejo, CA1br",230.1995196,40203.35906
"Vallejo, CA2br",239.9573975,56136.24428
"Vallejo, CA3br",257.8927631,107564.7936
"Vallejo, CA4br",266.673913,147097.0822
"Virginia Beach-Norfolk-Newport News, VA-NC_Overall",186.314825,36076.77891
"Virginia Beach-Norfolk-Newport News, VA-NC_Studio",171.9865382,22793.94694
"Virginia Beach-Norfolk-Newport News, VA-NC1br",177.5046548,22588.13576
"Virginia Beach-Norfolk-Newport News, VA-NC2br",184.7760546,31597.40091
"Virginia Beach-Norfolk-Newport News, VA-NC3br",200.6736858,53165.49401
"Virginia Beach-Norfolk-Newport News, VA-NC4br",210.9370252,83683.40287
"Waco, TX_Overall",217.5399958,22362.33632
"Waco, TX_Studio",200.768384,12403.57252
"Waco, TX1br",203.6734497,13655.95141
"Waco, TX2br",219.0200631,21902.78388
"Waco, TX3br",229.0660418,34848.09847
"Waco, TX4br",238.1097493,46094.35032
"Washington-Arlington-Alexandria, DC-VA-MD-WV_Overall",195.8864416,79314.89781
"Washington-Arlington-Alexandria, DC-VA-MD-WV_Studio",185.2962001,59297.58471
"Washington-Arlington-Alexandria, DC-VA-MD-WV1br",187.9853623,59390.76476
"Washington-Arlington-Alexandria, DC-VA-MD-WV2br",192.1985556,81331.88751
"Washington-Arlington-Alexandria, DC-VA-MD-WV3br",200.621376,105551.7114
"Washington-Arlington-Alexandria, DC-VA-MD-WV4br",208.7057713,155532.2665
"Wichita, KS_Overall",169.7585868,13804.57587
"Wichita, KS_Studio",150.4352044,6584.153197
"Wichita, KS1br",161.7061711,7997.03419
"Wichita, KS2br",169.7585909,13767.83168
"Wichita, KS3br",179.2255804,20626.55012
"Wichita, KS4br",196.0515325,30561.52301
"Wilmington, NC_Overall",201.9682064,28334.0779
"Wilmington, NC_Studio",185.7678065,16580.77603
"Wilmington, NC1br",188.0869118,18344.43337
"Wilmington, NC2br",196.5243147,26799.58179
"Wilmington, NC3br",210.5066031,40693.83089
"Wilmington, NC4br",228.2147202,75738.98155
"Winston-Salem, NC_Overall",189.4237674,15367.09796
"Winston-Salem, NC_Studio",179.2485305,10934.36468
"Winston-Salem, NC1br",172.9337276,10170.80351
"Winston-Salem, NC2br",186.4738324,14610.01844
"Winston-Salem, NC3br",199.0571653,22438.44884
"Winston-Salem, NC4br",208.956542,34073.69246
"Worcester, MA-CT_Overall",221.8173933,37318.94327
"Worcester, MA-CT_Studio",209.2313662,29014.61355
"Worcester, MA-CT1br",206.2775486,27112.04308
"Worcester, MA-CT2br",225.6966868,42454.81288
"Worcester, MA-CT3br",229.2816158,51167.843
"Worcester, MA-CT4br",239.197195,84348.72685
"York-Hanover, PA_Overall",242.0137556,26513.15715
"York-Hanover, PA_Studio",222.2431065,13074.24324
"York-Hanover, PA1br",226.2378085,14610.31097
"York-Hanover, PA2br",242.4804224,26717.31347
"York-Hanover, PA3br",250.6373606,36796.57825
"York-Hanover, PA4br",255.4067407,43137.6991
